ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-942,MapQuest,241.0,3,2016-06-22 19:50:32,2016-06-22 20:35:32,38.618366,-121.529411,,,0.0,One lane blocked due to accident on I-80 Eastbound at Exit 85 El Camino Ave.,,I-80 E,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,2016-06-22 19:55:00,82.4,,30.0,29.87,9.0,South,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-943,MapQuest,201.0,3,2016-06-22 19:49:43,2016-06-22 20:34:43,37.779552,-121.314514,,,0.0,Accident on I-5 Northbound at Exit 460 CA-120. On the median.,,I-5 N,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2016-06-22 19:55:00,81.0,,21.0,29.88,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-944,MapQuest,201.0,3,2016-06-22 19:52:44,2016-06-22 20:37:44,37.851658,-121.282875,,,0.0,Accident on I-5 Northbound at Exit 465 Roth Rd.,,I-5 N,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2016-06-22 19:55:00,81.0,,21.0,29.88,10.0,West,16.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-945,MapQuest,241.0,3,2016-06-22 19:58:19,2016-06-22 20:43:19,38.64315,-121.434677,,,0.0,One lane blocked due to accident on I-80 Eastbound at Exit 90 Norwood Ave.,,I-80 E,R,Sacramento,Sacramento,CA,95838,US,US/Pacific,KMCC,2016-06-22 19:55:00,82.4,,30.0,29.87,9.0,South,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-946,MapQuest,201.0,2,2016-06-22 20:07:30,2016-06-22 20:52:30,38.658169,-120.969086,,,0.0,Accident on Coach Ln at Cameron Park Dr.,4058.0,Cameron Park Dr,L,Cameron Park,El Dorado,CA,95682-8412,US,US/Pacific,KPVF,2016-06-22 20:15:00,75.2,,21.0,30.03,10.0,South,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-947,MapQuest,201.0,2,2016-06-22 20:20:55,2016-06-22 21:05:55,37.638012,-121.324409,,,0.0,Accident on CA-132 Vernalis Rd near Koster Rd.,23939.0,S Koster Rd,R,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2016-06-22 19:55:00,81.0,,21.0,29.88,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-948,MapQuest,201.0,3,2016-06-22 20:42:15,2016-06-22 21:12:15,37.31638,-121.951538,,,0.0,Accident on I-280 Eastbound at Exit 6 Winchester Blvd.,3109.0,Moorpark Ave,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,2016-06-22 20:53:00,64.0,,63.0,30.0,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-949,MapQuest,201.0,3,2016-06-22 20:51:12,2016-06-22 21:36:12,38.767025,-121.253128,,,0.0,Accident on I-80 Eastbound at Exit 106 CA-65.,,I-80 E,R,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-22 20:55:00,77.0,,34.0,29.88,9.0,South,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-950,MapQuest,201.0,2,2016-06-22 21:10:41,2016-06-22 22:25:41,39.233013,-121.03894,,,0.0,Accident on CA-49 Golden Center Fwy Northbound at Exit 183 / Brunswick Rd.,,Golden Center Fwy N,R,Grass Valley,Nevada,CA,95945,US,US/Pacific,KGOO,2016-06-22 21:05:00,75.2,,27.0,30.04,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-951,MapQuest,201.0,2,2016-06-22 21:44:20,2016-06-22 22:59:20,38.651775,-121.382942,,,0.0,Accident on Watt Ave near Winona Way.,,Winona Way,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2016-06-22 21:35:00,75.2,,36.0,29.89,10.0,South,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-952,MapQuest,201.0,3,2016-06-22 22:01:43,2016-06-22 22:31:43,37.634174,-122.414825,,,0.0,Accident on I-380 Eastbound at Exit 5 CA-82 El Camino Real.,,I-380 E,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2016-06-22 21:56:00,57.0,,77.0,30.02,10.0,West,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-953,MapQuest,201.0,3,2016-06-22 22:02:42,2016-06-22 22:32:42,37.581238,-122.049042,,,0.0,Accident on I-880 Northbound at Exit 22 Fremont Blvd.,,I-880 N,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,2016-06-22 21:54:00,59.0,,69.0,30.05,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-954,MapQuest,201.0,2,2016-06-22 22:08:03,2016-06-22 23:23:03,38.601833,-121.382904,,,0.0,Accident on Ardendale Ln at Watt Ave.,2018.0,Watt Ave,R,Sacramento,Sacramento,CA,95825-1404,US,US/Pacific,KMCC,2016-06-22 22:15:00,71.6,,41.0,29.91,10.0,SSE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-955,MapQuest,201.0,2,2016-06-22 22:23:58,2016-06-22 22:53:58,38.236176,-122.461472,,,0.0,Accident on CA-121 Arnold Dr Northbound at CA-121 Fremont Dr.,1.0,Bonneau Rd,R,Sonoma,Sonoma,CA,95476-9229,US,US/Pacific,KO69,2016-06-22 22:15:00,53.6,,88.0,30.01,7.0,North,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-956,MapQuest,203.0,3,2016-06-22 22:22:53,2016-06-22 22:52:53,37.785542,-122.39138,,,0.0,Multi-vehicle accident on I-80 Eastbound at Exits 2B 2C Harrison St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-06-22 21:53:00,59.0,,75.0,30.01,10.0,WSW,12.7,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-957,MapQuest,201.0,2,2016-06-22 22:34:05,2016-06-22 23:04:05,37.62746,-120.997063,,,0.0,Accident on CA-99 Southbound at Exit 225B Tuolumne Blvd.,171.0,Tuolumne Blvd,R,Modesto,Stanislaus,CA,95351,US,US/Pacific,KMOD,2016-06-22 22:53:00,78.1,,15.0,29.91,10.0,NNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-958,MapQuest,201.0,2,2016-06-22 22:42:15,2016-06-22 23:42:15,38.761791,-120.915413,,,0.0,Accident on Feldspar Ln at Gold Hill Rd.,4600.0,Feldspar Ln,L,Placerville,El Dorado,CA,95667-9403,US,US/Pacific,KPVF,2016-06-22 22:35:00,69.8,,28.0,30.05,10.0,SE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-959,MapQuest,343.0,3,2016-06-22 23:26:28,2016-06-22 23:56:28,38.229401,-122.116844,,,0.0,Right hand shoulder blocked due to accident now on the shoulder on I-80 Westbound in Fairfield.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-22 23:54:00,55.9,,80.0,29.96,10.0,WSW,9.2,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-960,MapQuest,203.0,3,2016-06-22 23:28:00,2016-06-22 23:58:00,37.327499,-121.878082,,,0.0,Queueing traffic and right hand shoulder blocked due to serious multi-vehicle accident and accident now on the shoulder on I-280 Southbound at Exit 2A 4th St. On the median.,,I-280 S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2016-06-22 23:53:00,59.0,,72.0,30.03,10.0,NNW,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-961,MapQuest,201.0,1,2016-06-22 23:54:48,2016-06-23 00:39:48,37.750488,-121.379982,,,0.0,Accident on Banta Rd at Brichetto Rd.,5999.0,W F St,R,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2016-06-22 23:55:00,66.0,,42.0,29.94,10.0,WNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-962,MapQuest,222.0,2,2016-06-23 00:12:46,2016-06-23 00:42:46,37.37682,-121.941536,,,0.0,Queueing traffic and Slow lane blocked due to accident on US-101 Southbound at Exits 391A 391B Trimble Rd.,,Trimble Rd,R,San Jose,Santa Clara,CA,95131,US,US/Pacific,KSJC,2016-06-23 00:53:00,59.0,,72.0,30.03,10.0,NW,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-963,MapQuest,241.0,3,2016-06-23 01:32:38,2016-06-23 02:32:38,37.389652,-122.163582,,,0.0,Lane blocked due to accident on I-280 Southbound at Exit 20 County Hwy-G3 Page Mill Rd.,,I-280 S,R,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,2016-06-23 01:56:00,55.9,,84.0,30.05,10.0,NE,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-964,MapQuest,241.0,2,2016-06-23 01:32:06,2016-06-23 02:32:06,37.70306,-122.07856,,,0.0,Lane blocked due to accident on Santa Maria Ave both ways at Mabel Ave.,19501.0,Santa Maria Ave,R,Castro Valley,Alameda,CA,94546-3462,US,US/Pacific,KHWD,2016-06-23 01:28:00,57.0,,77.0,30.04,10.0,West,10.4,,Scattered Clouds,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-965,MapQuest,241.0,3,2016-06-23 01:37:25,2016-06-23 02:37:25,37.323593,-121.940826,,,0.0,Lane blocked due to accident on I-880 Southbound at Exits 1A 1B 1C Stevens Creek Blvd.,,I-880 S,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-06-23 01:53:00,57.9,,75.0,30.04,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-966,MapQuest,241.0,3,2016-06-23 02:30:30,2016-06-23 03:30:30,37.690514,-121.918709,,,0.0,Lane blocked due to accident on I-680 Northbound at Exit 29 Stoneridge Dr.,,I-680 S,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-06-23 02:53:00,55.0,,80.0,30.01,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-967,MapQuest,241.0,3,2016-06-23 02:22:17,2016-06-23 03:22:17,37.656654,-121.901588,,,0.0,Lane blocked due to accident and vehicles spun around on I-680 Northbound at Exit 26 Bernal Ave.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-06-23 01:53:00,55.9,,77.0,30.01,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-968,MapQuest,201.0,3,2016-06-23 02:48:04,2016-06-23 03:48:04,37.753693,-122.151398,,,0.0,Right hand shoulder blocked due to accident on I-580 Eastbound at Exits 29 29A Golf Links Rd.,,I-580 E,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2016-06-23 02:53:00,55.9,,80.0,30.04,10.0,WSW,8.1,,Overcast,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-969,MapQuest,201.0,3,2016-06-23 03:04:28,2016-06-23 04:04:28,38.227737,-122.120537,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound at Scales.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-23 02:54:00,54.0,,83.0,29.98,10.0,WSW,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-970,MapQuest,241.0,2,2016-06-23 03:33:33,2016-06-23 04:33:33,37.769375,-122.405533,,,0.0,Lane blocked due to accident on US-101 Southbound before Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,15.0,San Bruno Ave,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-06-23 03:56:00,54.0,,86.0,30.04,10.0,West,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-971,MapQuest,241.0,2,2016-06-23 03:34:59,2016-06-23 04:34:59,37.696819,-122.071869,,,0.0,Lane blocked due to accident on Catalina Dr both ways at Kenmore Ct.,20323.0,Catalina Dr,R,Castro Valley,Alameda,CA,94546-4451,US,US/Pacific,KHWD,2016-06-23 03:54:00,57.0,,77.0,30.06,10.0,West,9.2,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-972,MapQuest,201.0,3,2016-06-23 06:12:18,2016-06-23 06:54:00,37.8745,-122.306038,,,0.0,Right hand shoulder blocked due to accident on I-80 I-580 Eastbound at Exit 12 I-580.,,I-580 W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2016-06-23 05:53:00,55.9,,80.0,30.06,10.0,WNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-973,MapQuest,241.0,2,2016-06-23 06:42:10,2016-06-23 07:34:18,37.752502,-122.403008,,,0.0,#1 &amp; #2 lane blocked due to accident on US-101 Southbound at Exit 432 Cesar Chavez.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-06-23 06:53:00,57.9,,78.0,30.07,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-974,MapQuest,201.0,2,2016-06-23 07:26:37,2016-06-23 07:56:37,37.7883,-121.300407,,,0.0,Right hand shoulder blocked due to accident on CA-120 Eastbound at Exit 1B I-5.,,CA-120 E,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2016-06-23 07:55:00,68.0,,49.0,30.02,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-975,MapQuest,201.0,2,2016-06-23 07:10:03,2016-06-23 07:55:03,38.860706,-121.300247,,,0.0,Accident on CA-65 Northbound at Exit 314 Lincoln Blvd. On the median.,,CA-65 S,R,Lincoln,Placer,CA,95648,US,US/Pacific,KLHM,2016-06-23 07:15:00,64.4,,45.0,29.98,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-976,MapQuest,201.0,2,2016-06-23 07:12:38,2016-06-23 07:57:38,37.863659,-121.218956,,,0.0,Accident on CA-99 Southbound at Exit 246 County Hwy-J9 French Camp Rd.,,CA-99 S,R,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,2016-06-23 06:55:00,62.1,,58.0,30.0,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-977,MapQuest,201.0,3,2016-06-23 08:42:50,2016-06-23 09:28:33,37.54723,-122.37265,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound between Exits 34 35 / CA-35 Skyline Blvd and Exit 36 / Golf Course Dr.,,I-280 S,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2016-06-23 08:56:00,59.0,,72.0,30.08,10.0,NW,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-978,MapQuest,201.0,3,2016-06-23 08:48:31,2016-06-23 09:18:31,37.334427,-121.936485,,,0.0,Right hand shoulder blocked due to accident on I-880 Northbound after Bascom Ave.,,N Bascom Ave,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-06-23 08:53:00,64.0,,65.0,30.08,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-979,MapQuest,201.0,2,2016-06-23 09:00:24,2016-06-23 09:30:24,36.950603,-121.523094,,,0.0,Right hand shoulder blocked due to accident on CA-25 Southbound after Bolsa Rd.,981.0,State Highway 25,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,2016-06-23 08:55:00,64.4,,68.0,30.09,9.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-980,MapQuest,201.0,2,2016-06-23 08:59:12,2016-06-23 09:44:12,38.660831,-121.337288,,,0.0,Accident on Garfield Ave at Madison Ave.,5499.0,Madison Ave,L,Sacramento,Sacramento,CA,95841-3111,US,US/Pacific,KMCC,2016-06-23 08:55:00,68.0,,46.0,30.03,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-981,MapQuest,201.0,3,2016-06-23 09:29:19,2016-06-23 09:59:19,38.222748,-122.12883,,,0.0,#1 lane blocked due to accident on I-80 Westbound near Exit 41 / Suisun Valley Rd.,,Suisun Valley Rd,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,2016-06-23 09:54:00,66.0,,54.0,30.04,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-982,MapQuest,201.0,3,2016-06-23 09:20:26,2016-06-23 09:50:26,37.343258,-121.846283,,,0.0,Accident on I-680 Southbound at King Rd.,,S King Rd,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2016-06-23 08:47:00,66.2,,56.0,30.1,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-983,MapQuest,201.0,3,2016-06-23 09:22:33,2016-06-23 10:37:33,37.777836,-121.317451,,,0.0,Accident on I-5 Southbound at Exit 460 CA-120.,,I-5 S,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2016-06-23 08:55:00,72.0,,38.0,30.02,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-984,MapQuest,201.0,2,2016-06-23 09:28:40,2016-06-23 10:43:40,38.722092,-121.225838,,,0.0,Accident on County Hwy-E3 Sierra College Blvd at Old Auburn Rd.,9698.0,Sierra College Blvd,R,Roseville,Placer,CA,95661-5922,US,US/Pacific,KMCC,2016-06-23 09:35:00,71.6,,38.0,30.03,9.0,South,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-985,MapQuest,201.0,2,2016-06-23 09:38:38,2016-06-23 10:08:38,38.246796,-122.627808,,,0.0,Right hand shoulder blocked due to accident on US-101 Southbound before Exit 474 / Washington St.,,E Washington St,R,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2016-06-23 09:35:00,64.4,,56.0,30.09,9.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-986,MapQuest,201.0,3,2016-06-23 09:36:50,2016-06-23 10:21:50,38.661053,-121.359779,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound before Exit 96 Madison Ave.,,I-80 E,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2016-06-23 09:35:00,71.6,,38.0,30.03,9.0,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-987,MapQuest,201.0,2,2016-06-23 09:30:59,2016-06-23 10:45:59,37.813274,-121.034325,,,0.0,Accident on Sexton Rd near Arthur Rd.,22501.0,Arthur Rd,L,Escalon,San Joaquin,CA,95320-9764,US,US/Pacific,KMOD,2016-06-23 09:53:00,79.0,,29.0,30.01,10.0,North,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-988,MapQuest,201.0,3,2016-06-23 09:57:56,2016-06-23 10:27:56,37.731277,-122.435219,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound before I-280 Exit 52 / San Jose Ave.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-06-23 09:56:00,61.0,,62.0,30.08,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-989,MapQuest,201.0,3,2016-06-23 09:50:39,2016-06-23 10:20:39,37.315239,-121.914902,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at Exits 4 5A / Parkmoor Ave.,,Meridian Ave,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-06-23 09:53:00,68.0,,50.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-990,MapQuest,201.0,3,2016-06-23 09:52:09,2016-06-23 10:22:09,37.328579,-121.871277,,,0.0,Middle lane blocked due to accident on I-280 Northbound before 11th St.,,S 11th St,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2016-06-23 09:53:00,68.0,,50.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-991,MapQuest,241.0,2,2016-06-23 10:01:11,2016-06-23 10:31:11,37.882004,-121.641479,,,0.0,Lane blocked due to accident on Byron Hwy at Kellogg Creek Rd.,3200.0,Kellogg Creek Rd,R,Byron,Contra Costa,CA,94514-2216,US,US/Pacific,KLVK,2016-06-23 09:53:00,71.1,,44.0,30.05,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-992,MapQuest,201.0,2,2016-06-23 09:55:31,2016-06-23 10:40:31,38.835583,-121.168533,,,0.0,Accident on Boyington Rd at I-80.,3133.0,Penryn Rd,R,Penryn,Placer,CA,95663-9603,US,US/Pacific,KAUN,2016-06-23 09:55:00,78.8,,20.0,30.06,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-993,MapQuest,201.0,2,2016-06-23 10:14:53,2016-06-23 10:44:53,37.933201,-122.046196,,,0.0,Accident on Bancroft Rd Eastbound at Minert Rd.,843.0,Bancroft Rd,R,Walnut Creek,Contra Costa,CA,94598-1003,US,US/Pacific,KCCR,2016-06-23 09:53:00,75.0,,26.0,30.0,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-994,MapQuest,201.0,3,2016-06-23 10:17:23,2016-06-23 10:47:23,37.657974,-121.902954,,,0.0,Right hand shoulder blocked due to accident on I-680 Southbound at Exit 26 Bernal Ave.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-06-23 09:53:00,71.1,,44.0,30.05,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-995,MapQuest,201.0,3,2016-06-23 10:19:30,2016-06-23 10:49:30,38.562939,-121.641922,,,0.0,Left hand shoulder blocked due to accident on I-80 Westbound at Exit 78 Chiles Rd.,,I-80 W,R,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,2016-06-23 10:15:00,75.2,,41.0,30.03,10.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-996,MapQuest,201.0,2,2016-06-23 10:31:07,2016-06-23 11:01:07,38.022778,-121.965698,,,0.0,#4 lane blocked due to accident on CA-4 Westbound before Exit 19 / San Marco Blvd.,,Willow Pass Rd,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,2016-06-23 10:53:00,78.1,,24.0,30.01,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-997,MapQuest,201.0,3,2016-06-23 10:22:09,2016-06-23 10:52:09,37.656654,-121.901588,,,0.0,Right hand shoulder blocked due to accident on I-680 Southbound before Bernal Ave.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-06-23 09:53:00,71.1,,44.0,30.05,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-998,MapQuest,201.0,2,2016-06-23 10:31:51,2016-06-23 11:46:51,38.690273,-121.392136,,,0.0,Accident on County Hwy-E14 Elkhorn Blvd at 32nd St.,,32nd St,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2016-06-23 10:35:00,77.0,,34.0,30.03,8.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-999,MapQuest,201.0,2,2016-06-23 10:32:51,2016-06-23 11:47:51,38.68111,-121.333244,,,0.0,Accident on County Hwy-E14 Greenback Ln at Garfield Ave.,,Garfield Ave,R,Citrus Heights,Sacramento,CA,95621,US,US/Pacific,KMCC,2016-06-23 10:35:00,77.0,,34.0,30.03,8.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1000,MapQuest,201.0,2,2016-06-23 10:31:12,2016-06-23 11:01:12,38.653061,-121.070541,,,0.0,Accident on US-50 Westbound near Exits 30 30A 30B Latrobe Rd.,,Latrobe Rd,R,El Dorado Hills,El Dorado,CA,95762,US,US/Pacific,KMHR,2016-06-23 10:46:00,77.0,,34.0,30.02,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1001,MapQuest,201.0,3,2016-06-23 10:42:49,2016-06-23 11:12:49,37.701363,-121.849533,,,0.0,#3 lane blocked due to accident on I-580 Eastbound after I-580 Exit 48 / El Charro Rd.,,Fallon Rd,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-06-23 10:53:00,75.9,,36.0,30.05,10.0,WSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1002,MapQuest,201.0,3,2016-06-23 10:34:49,2016-06-23 11:04:49,37.359573,-121.841133,,,0.0,Accident on I-680 Southbound after Alum Rock Ave. On the median.,,I-680 S,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2016-06-23 10:50:00,75.2,,34.0,30.1,10.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1003,MapQuest,201.0,2,2016-06-23 10:40:13,2016-06-23 11:55:13,38.496124,-121.390579,,,0.0,Accident on Florin Rd at Florin Perkins Rd.,,French Rd,R,Sacramento,Sacramento,CA,95828,US,US/Pacific,KSAC,2016-06-23 10:53:00,78.1,,36.0,30.02,10.0,SSE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
